ID2421,2421,34,-1,30.70343339,11.72396669,3,0,0,5,1,r=11;g=11;b=10,93.20644717,64.75263214,13.06266785,995.5765991,2916150.113,82.49466927,0.210954036,0.393649989
ID2326,2326,26,-1,33.28316673,27.38663339,1,0,0,5,1,r=11;g=11;b=10,97.56954495,68.72275543,10.99704552,706.8376465,3052658.353,83.38653759,0.289569075,0.525479652
ID2071,2071,5,-1,41.66730008,46.45823343,2,0,0,5,1,r=11;g=11;b=10,80.72528086,47.97611618,13.85785103,519.7873535,2525651.862,75.49174771,0.296319401,0.488864101
ID2295,2295,24,-1,36.41570007,24.89903338,1,0,0,5,1,r=11;g=11;b=10,89.18151817,64.3332901,12.12420082,630.227478,2790222.159,74.38604787,0.246459275,0.474111451
ID2264,2264,22,-1,36.50783341,32.3618334,0,0,0,5,1,r=11;g=11;b=10,100.7549081,63.47729492,8.210886955,793.6750488,3152318.808,101.202933,0.365438939,0.532899908
ID2424,2424,,-1,33.55956673,11.81610002,3,0,0,5,1,r=11;g=11;b=10,93.21008707,64.16551971,11.21354961,995.5765991,2916263.994,83.42434816,0.213408359,0.393010842
ID2073,2073,6,-1,41.75943342,44.43130009,2,0,0,5,1,r=11;g=11;b=10,82.92828196,46.30873871,14.04166698,677.0633545,2594577.158,83.40909948,0.297814135,0.456301649
ID2329,2329,27,-1,33.4674334,29.87423339,1,0,0,5,1,r=11;g=11;b=10,98.49565593,65.76836395,10.65041924,715.5801392,3081633.587,92.69970914,0.30173431,0.492573502
ID2045,2045,3,-1,39.82463341,41.94370008,1,0,0,5,1,r=11;g=11;b=10,95.70439589,56.28059387,11.0150671,748.4086914,2994303.434,92.30382005,0.366043524,0.555661616
ID2014,2014,1,-1,36.32356674,37.88983341,2,0,0,5,1,r=11;g=11;b=10,98.24943572,58.883358,12.28369999,807.8219604,3073930.095,100.6654783,0.323166973,0.476751225
ID2017,2017,1,-1,35.86290007,36.50783341,2,1,1,5,1,r=11;g=11;b=10,141.8324138,66.38397217,0,1541.318848,4437510.729,192.8311377,0.374123147,0.400513583
ID2212,2212,17,-1,36.32356674,45.07623342,2,1,1,5,1,r=11;g=11;b=10,130.9175063,40.40694427,0,1765.000488,4096016.019,216.4284415,0.302541888,0.281000571
ID2373,2373,31,-1,30.42703339,14.58010003,2,1,1,5,1,r=11;g=11;b=10,136.7950726,83.82691956,0,1347.348267,4279907.435,163.8594128,0.27017942,0.355153623
ID2087,2087,7,-1,42.03583342,49.31436677,2,1,1,5,1,r=11;g=11;b=10,133.0164714,39.60900497,0,1485.901245,4161686.341,214.1834177,0.309410531,0.293500494
ID2247,2247,20,-1,33.83596673,34.48090007,2,1,1,5,1,r=11;g=11;b=10,117.7387364,58.40521622,0,1541.318848,3683691.845,169.9804463,0.282570808,0.305208302
ID2280,2280,23,-1,36.50783341,27.66303339,1,1,1,5,1,r=11;g=11;b=10,107.8684399,71.32015991,0,1020.779785,3374879.88,121.7392261,0.239036378,0.341880081
ID2057,2057,4,-1,39.73250008,43.04930009,1,1,1,5,1,r=11;g=11;b=10,173.3625839,62.46861649,0,1765.000488,5423995.161,234.8606639,0.473836423,0.474628965
ID2313,2313,25,-1,35.95503341,24.80690005,2,1,1,5,1,r=11;g=11;b=10,110.509789,78.15045929,0,890.1132813,3457519.769,115.1903209,0.233556693,0.363285414
ID2218,2218,18,-1,39.08756674,38.35050008,3,1,1,5,1,r=11;g=11;b=10,121.4344444,50.46390533,0,1765.000488,3799319.462,188.7288524,0.256172878,0.262432321
ID2346,2346,28,-1,32.17756673,21.39796671,2,1,1,5,1,r=11;g=11;b=10,126.9823408,89.51625824,0,1198.61377,3972896.496,136.5836396,0.24255691,0.362971065
ID2033,2033,2,-1,39.08756674,38.16623341,1,1,1,5,1,r=11;g=11;b=10,146.6965825,51.78507614,0,1765.000488,4589695.975,215.1455319,0.401251485,0.390497473
ID2323,2323,26,-1,33.09890007,26.00463339,1,1,1,5,1,r=11;g=11;b=10,122.3052826,89.11237335,0,874.5077515,3826565.376,120.6845391,0.290995899,0.456862572
ID2419,2419,34,-1,30.51916673,9.789166686,3,1,1,5,1,r=11;g=11;b=10,131.0481441,71.67433929,0,1511.184204,4100103.286,162.9194864,0.278936023,0.350867888
ID2005,2005,0,-1,38.35050008,35.4022334,1,1,1,5,1,r=11;g=11;b=10,130.4343785,53.85737228,0,1541.318848,4080900.399,191.3003557,0.363986658,0.363899646
ID2069,2069,5,-1,41.48303342,46.27396676,2,1,1,5,1,r=11;g=11;b=10,150.2875088,46.62834167,0,1485.901245,4702045.288,223.339552,0.394642666,0.380827524
ID2293,2293,24,-1,35.77076674,23.42490005,1,1,1,5,1,r=11;g=11;b=10,116.7167112,80.20739746,0,890.1132813,3651715.745,123.3508477,0.283982619,0.418555945
ID2102,2102,8,-1,42.03583342,50.60423343,2,1,1,5,1,r=11;g=11;b=10,130.2201677,39.20344925,0,1485.901245,4074198.388,214.3257488,0.291122745,0.273994915
ID2134,2134,10,-1,39.08756674,49.1301001,2,1,1,5,1,r=11;g=11;b=10,153.7429367,49.46336365,0,1485.901245,4810155.261,228.0986439,0.378566906,0.370183675
ID2231,2231,19,-1,34.48090007,38.16623341,1,1,1,5,1,r=11;g=11;b=10,127.5388872,50.44585037,0,1688.177856,3990309.163,190.5004208,0.335545893,0.336410693
ID2426,2426,,-1,33.00676673,9.144233352,3,1,1,5,1,r=11;g=11;b=10,126.685676,71.48129272,0,1511.184204,3963614.745,159.4455024,0.274683919,0.342433279
ID2043,2043,3,-1,39.82463341,41.11450008,1,1,1,5,1,r=11;g=11;b=10,149.085674,49.23343277,0,1765.000488,4664443.482,215.2835607,0.398282941,0.394504251
ID2075,2075,6,-1,41.57516675,44.15490009,2,1,1,5,1,r=11;g=11;b=10,141.4289706,41.72689438,0,1765.000488,4424888.203,219.2234672,0.360449204,0.341855895
ID2332,2332,27,-1,32.26970006,24.71476672,1,1,1,5,1,r=11;g=11;b=10,121.0202169,90.1506958,0,890.1132813,3786359.528,117.9790381,0.273754205,0.440918417
ID2176,2176,13,-1,35.95503341,42.31223342,3,2,2,5,1,r=11;g=11;b=10,180.3878347,61.40539932,14.91957664,2326.827393,5643794.185,266.6849144,0.334784364,0.339307022
ID2019,2019,1,-1,34.5730334,34.38876674,1,2,2,5,1,r=11;g=11;b=10,188.1682653,74.49884033,15.03189278,2159.040771,5887220.518,263.2573821,0.440302731,0.437012052
ID2371,2371,31,-1,29.68996673,11.26330002,2,2,2,5,1,r=11;g=11;b=10,154.6965002,69.83390045,14.1623888,1794.445801,4839989.403,198.4869432,0.396723328,0.442747271
ID2055,2055,4,-1,39.91676675,40.74596675,1,2,2,5,1,r=11;g=11;b=10,234.5903799,83.52062225,14.75393772,2326.827393,7339629.216,305.299874,0.514771318,0.522252872
ID2216,2216,17,-1,37.79770008,45.44476676,3,2,2,5,1,r=11;g=11;b=10,183.3625933,68.54045105,13.32309532,2326.827393,5736865.457,256.2578128,0.341684876,0.364450756
ID2344,2344,28,-1,31.5326334,18.17330004,2,2,2,5,1,r=11;g=11;b=10,127.8838275,71.86135864,16.97713852,1179.55957,4001101.31,141.3967318,0.259571805,0.3727699
ID2249,2249,20,-1,33.4674334,31.44050006,1,2,2,5,1,r=11;g=11;b=10,176.216101,67.57467651,16.98546219,2159.040771,5513273.152,257.8953485,0.450558055,0.4244707
ID2315,2315,26,-1,32.17756673,23.24063338,1,2,2,5,1,r=11;g=11;b=10,130.6613386,75.62944031,17.95129204,1105.128906,4088001.3,137.9655172,0.333216449,0.473404426
ID2284,2284,23,-1,35.03370007,25.82036672,1,2,2,5,1,r=11;g=11;b=10,131.7950187,66.13544464,14.81681728,1419.099854,4123470.751,170.1815808,0.320969416,0.37634602
ID2384,2384,33,-1,32.82250007,9.697033353,2,2,2,5,1,r=11;g=11;b=10,151.0611919,65.22211456,0,1794.445801,4726251.51,195.861597,0.435846708,0.468230074
ID2353,2353,29,-1,31.62476673,19.92383337,2,2,2,5,1,r=11;g=11;b=10,126.5398342,73.55051422,20.45186806,1179.55957,3959051.792,134.8617703,0.273404031,0.402909116
ID2417,2417,34,-1,29.50570006,10.98690002,1,2,2,5,1,r=11;g=11;b=10,158.7570461,68.83046722,12.86169052,1794.445801,4967031.701,202.0340205,0.436852531,0.477816516
ID2098,2098,8,-1,41.75943342,49.9593001,2,2,2,5,1,r=11;g=11;b=10,156.9670045,50.94976807,13.6960001,1724.145142,4911026.668,232.4813313,0.298391069,0.310334874
ID2067,2067,5,-1,41.29876675,44.33916676,1,2,2,5,1,r=11;g=11;b=10,203.6520458,61.13469315,13.67824078,2326.827393,6371661.558,285.8404015,0.459480903,0.448605103
ID2007,2007,0,-1,37.24490007,33.00676673,1,2,2,5,1,r=11;g=11;b=10,176.7811223,60.27375412,10.10220718,2159.040771,5530950.974,263.2017952,0.423275917,0.399495134
ID2041,2041,3,-1,39.36396675,38.99543341,1,2,2,5,1,r=11;g=11;b=10,217.9340085,67.99610901,14.75393772,2326.827393,6818501.324,298.365663,0.477032186,0.471806462
ID2105,2105,7,-1,41.29876675,48.0245001,1,2,2,5,1,r=11;g=11;b=10,168.4067414,54.44931793,13.39463425,1710.236328,5268941.719,235.4806826,0.339135974,0.362229124
ID2233,2233,19,-1,34.75730007,36.04716674,1,2,2,5,1,r=11;g=11;b=10,194.2942928,69.38491821,14.5883379,2159.040771,6078885.538,283.9466968,0.42666579,0.40927837
ID2297,2297,24,-1,35.1258334,20.01596671,1,2,2,5,1,r=11;g=11;b=10,116.7896673,63.17521667,15.73493004,984.6421509,3653998.321,131.0617482,0.299627462,0.41088586
ID2077,2077,6,-1,40.74596675,42.77290009,2,2,2,5,1,r=11;g=11;b=10,209.3964479,71.07935333,16.52983665,2326.827393,6551386.664,285.0235404,0.451934221,0.457348082
ID2400,2400,32,-1,27.84730006,10.98690002,1,3,3,5,1,r=11;g=11;b=10,91.59169775,44.96214676,0,795.2230225,2865629.448,111.9277416,0.318368742,0.395222707
ID2021,2021,1,-1,34.8494334,34.0202334,1,3,3,5,1,r=11;g=11;b=10,128.9725091,72.39468384,0,999.199707,4035162.892,142.288902,0.423971989,0.539748985
ID2053,2053,4,-1,39.36396675,40.83810008,1,3,3,5,1,r=11;g=11;b=10,191.2772729,83.06538391,0,1453.219971,5984492.037,236.8892475,0.522328999,0.554094241
ID2085,2085,7,-1,42.03583342,48.11663343,2,3,3,5,1,r=11;g=11;b=10,143.7924171,43.47304535,0,1399.716675,4498833.352,218.7460575,0.315885425,0.31560019
ID2342,2342,28,-1,29.96636673,18.0811667,0,3,3,5,1,r=11;g=11;b=10,86.60375812,41.10627747,6.483016491,867.7290039,2709571.78,112.8642482,0.373786473,0.417555959
ID2311,2311,25,-1,34.38876674,24.16196671,1,3,3,5,1,r=11;g=11;b=10,82.88899729,47.1528244,0,955.6106567,2593348.058,100.0578875,0.325767893,0.407114278
ID2185,2185,13,-1,35.6786334,41.85156675,1,3,3,5,1,r=11;g=11;b=10,174.0969258,58.25495529,0,1453.219971,5446970.519,232.9844935,0.472619226,0.479639564
ID2251,2251,20,-1,32.82250007,31.16410006,1,3,3,5,1,r=11;g=11;b=10,111.024708,57.29780579,0,903.6393433,3473630.039,127.8322392,0.413250789,0.5079298
ID2317,2317,26,-1,31.07196673,22.04290004,0,3,3,5,1,r=11;g=11;b=10,82.21607441,42.98847198,6.094699383,955.6106567,2572294.32,103.7176672,0.373313066,0.430960663
ID2286,2286,23,-1,34.5730334,27.29450005,1,3,3,5,1,r=11;g=11;b=10,92.9087066,53.21465302,0,955.6106567,2906834.703,105.5170985,0.358807805,0.465015488
ID2031,2031,2,-1,37.42916674,34.2966334,1,3,3,5,1,r=11;g=11;b=10,124.3366121,58.62213135,0,1388.119629,3890119.582,150.645124,0.378845974,0.453545505
ID2223,2223,18,-1,37.61343341,36.32356674,1,3,3,5,1,r=11;g=11;b=10,152.8196461,69.07145691,0,1453.219971,4781268.267,190.6201737,0.454536055,0.501053583
ID2415,2415,34,-1,28.58436672,7.117300014,2,3,3,5,1,r=11;g=11;b=10,107.1756859,52.1258049,0,795.2230225,3353205.685,126.3365802,0.384104799,0.470844942
ID2096,2096,8,-1,41.94370008,50.60423343,2,3,3,5,1,r=11;g=11;b=10,154.2347863,46.22241974,0,1399.716675,4825543.76,229.3615738,0.355208032,0.352507598
ID2001,2001,0,-1,36.71722735,32.3618334,1,3,3,5,1,r=11;g=11;b=10,117.6696513,58.20717239,0,999.199707,3681530.38,139.5955346,0.403662457,0.484817861
ID2065,2065,5,-1,41.39090008,44.70770009,2,3,3,5,1,r=11;g=11;b=10,157.4215401,48.66370773,0,1399.716675,4925247.724,230.086386,0.38425669,0.379846419
ID2386,2386,33,-1,31.44050006,9.144233352,1,3,3,5,1,r=11;g=11;b=10,104.1619226,54.44484329,0,795.2230225,3258914.074,115.6841395,0.35203761,0.468884044
ID2039,2039,3,-1,38.71903341,38.81116674,1,3,3,5,1,r=11;g=11;b=10,170.7825754,69.74080658,0,1453.219971,5343274.438,223.3305287,0.48621747,0.500349716
ID2235,2235,19,-1,34.38876674,35.6786334,1,3,3,5,1,r=11;g=11;b=10,135.6075622,64.47154236,0,1453.219971,4242753.8,171.1235452,0.417712208,0.466974563
ID2300,2300,24,-1,33.28316673,20.01596671,1,3,3,5,1,r=11;g=11;b=10,84.71380373,44.52506638,0,867.7290039,2650440.777,106.4000014,0.363656321,0.424647679
ID2079,2079,6,-1,40.83810008,41.94370008,2,3,3,5,1,r=11;g=11;b=10,156.8852802,48.37418365,0,1382.245239,4908469.763,223.6366384,0.403930079,0.403673234
ID2049,2049,4,-1,47.19530009,63.31863346,0,4,4,5,1,r=11;g=11;b=10,186.3927683,67.36052704,7.129012108,2107.281982,5831670.542,256.1736504,0.582503597,0.535646786
ID2180,2180,14,-1,43.41783342,63.50290013,1,4,4,5,1,r=11;g=11;b=10,177.7556311,64.52667236,0,2107.281982,5561440.43,250.936436,0.521986375,0.485890089
ID2309,2309,25,-1,41.29876675,43.78636675,0,4,4,5,1,r=11;g=11;b=10,102.6027308,45.23862076,6.806825638,1733.220703,3210131.639,171.9176396,0.394481948,0.337662408
ID2061,2061,5,-1,49.03796676,66.63543347,1,4,4,5,1,r=11;g=11;b=10,153.145036,54.5139122,0,1769.613647,4791448.743,234.2164809,0.549228695,0.463610385
ID2253,2253,20,-1,40.10103341,54.28956678,0,4,4,5,1,r=11;g=11;b=10,112.9955128,52.1217308,8.44529438,1293.00415,3535290.61,149.0773053,0.392146029,0.427014564
ID2190,2190,16,-1,46.27396676,68.57023347,1,4,4,5,1,r=11;g=11;b=10,140.6103259,52.51507568,0,1769.613647,4399275.266,230.5871781,0.545413097,0.430420582
ID2319,2319,26,-1,37.61343341,45.99756676,1,4,4,5,1,r=11;g=11;b=10,96.96846097,47.95723343,0,1586.835449,3033852.238,151.3189726,0.341871742,0.326527161
ID2258,2258,21,-1,39.17970008,52.90756677,0,4,4,5,1,r=11;g=11;b=10,94.58413397,47.83488083,8.44529438,1293.00415,2959253.8,131.1018147,0.331623179,0.359337976
ID2009,2009,0,-1,44.61556676,55.39516678,0,4,4,5,1,r=11;g=11;b=10,118.8754599,57.01536179,8.546497345,1270.971436,3719256.514,148.7251768,0.374172644,0.435279733
ID2266,2266,22,-1,42.68076675,50.88063344,0,4,4,5,1,r=11;g=11;b=10,104.9755175,56.12870789,7.57532835,1293.00415,3284369.017,140.2693434,0.389675611,0.419705872
ID2394,2394,32,-1,34.0202334,34.8494334,2,4,4,5,1,r=11;g=11;b=10,135.8487568,51.55282593,0,1874.664307,4250300.055,229.6932297,0.345567595,0.303784045
ID2334,2334,27,-1,38.71903341,47.65596676,1,4,4,5,1,r=11;g=11;b=10,97.77588134,51.09405136,0,1293.00415,3059113.999,140.9577364,0.333903467,0.347271661
ID2081,2081,7,-1,49.22223343,68.84663347,0,4,4,5,1,r=11;g=11;b=10,111.3314233,43.98502731,0,1769.613647,3483226.24,194.5161061,0.487525781,0.375167557
ID2403,2403,33,-1,37.15276674,34.0202334,1,4,4,5,1,r=11;g=11;b=10,157.2755203,57.56904221,0,1887.981812,4920679.204,246.8852767,0.427900164,0.381804062
ID2340,2340,28,-1,36.59996674,42.68076675,1,4,4,5,1,r=11;g=11;b=10,111.8862364,46.06560516,0,1887.981812,3500584.679,194.9262065,0.36461858,0.306735432
ID2023,2023,1,-1,41.57516675,56.96143345,1,4,4,5,1,r=11;g=11;b=10,128.1192464,64.46369934,0,1378.207397,4008466.861,156.6067099,0.378198292,0.448995369
ID2027,2027,2,-1,45.26050009,56.96143345,1,4,4,5,1,r=11;g=11;b=10,132.476859,58.09741211,0,2107.281982,4144803.488,178.7723809,0.384710248,0.411760273
ID2413,2413,34,-1,33.83596673,30.51916673,2,4,4,5,1,r=11;g=11;b=10,165.5544113,54.61363983,0,1874.664307,5179700.867,255.0604459,0.417521211,0.382363665
ID2094,2094,8,-1,50.2357001,70.04436681,1,4,4,5,1,r=11;g=11;b=10,84.50246039,35.50526428,0,1769.613647,2643828.478,172.59354,0.405581754,0.282551171
ID2288,2288,23,-1,41.85156675,47.65596676,0,4,4,5,1,r=11;g=11;b=10,98.66635692,51.92785263,7.982416153,1293.00415,3086974.309,143.1281538,0.358583527,0.36389661
ID2225,2225,18,-1,45.35263342,58.61983345,0,4,4,5,1,r=11;g=11;b=10,163.0302421,66.11225891,6.917705536,2107.281982,5100727.184,215.4348571,0.510257509,0.511352751
ID2035,2035,3,-1,46.36610009,60.73890012,1,4,4,5,1,r=11;g=11;b=10,174.2544427,63.9526062,0,2107.281982,5451898.749,244.4267935,0.50563715,0.478832586
ID2361,2361,30,-1,38.35050008,36.96850007,1,4,4,5,1,r=11;g=11;b=10,127.697921,49.69622421,0,1887.981812,3995284.853,217.8933211,0.36718062,0.314792054
ID2237,2237,19,-1,42.22010008,58.80410012,1,4,4,5,1,r=11;g=11;b=10,151.6906158,64.71923065,0,2107.281982,4745944.295,206.4739707,0.449974804,0.455985614
ID2174,2174,13,-1,45.07623342,65.6219668,1,4,4,5,1,r=11;g=11;b=10,188.1687951,70.04090881,0,2107.281982,5887237.092,260.3115231,0.596735805,0.54029785
ID2302,2302,24,-1,39.36396675,40.93023342,0,4,4,5,1,r=11;g=11;b=10,119.3084044,45.73379135,6.564873695,1887.981812,3732802.05,205.0498557,0.429581629,0.34968605
ID2304,2304,24,-1,30.70343339,16.60703337,1,5,5,5,1,r=11;g=11;b=10,119.3303704,41.79217911,9.941574097,2005.493164,3733489.299,215.2010987,0.341932533,0.282583137
ID2241,2241,19,-1,33.4674334,33.7438334,1,5,5,5,1,r=11;g=11;b=10,155.6499153,77.16887665,11.23570633,1576.325195,4869818.9,188.5312375,0.416213609,0.485269593
ID2178,2178,14,-1,34.8494334,39.17970008,2,5,5,5,1,r=11;g=11;b=10,176.7102618,68.59929657,11.8582201,1576.325195,5528733.96,240.7579696,0.42376648,0.436916988
ID2338,2338,28,-1,27.38663339,17.98903337,1,5,5,5,1,r=11;g=11;b=10,114.5716977,41.54746246,11.81855583,2005.493164,3584604.707,197.8212376,0.318390063,0.279737065
ID2051,2051,4,-1,38.25836674,39.36396675,2,5,5,5,1,r=11;g=11;b=10,183.0971683,70.52684784,12.11432743,1576.325195,5728561.104,246.7727197,0.437166524,0.45139244
ID2083,2083,7,-1,40.93023342,44.61556676,2,5,5,5,1,r=11;g=11;b=10,143.9524271,50.46572495,12.17055225,1747.835693,4503839.586,225.309881,0.282789745,0.281693565
ID2307,2307,25,-1,31.2562334,19.73956671,1,5,5,5,1,r=11;g=11;b=10,110.6522475,45.59667587,12.05670643,1372.517456,3461976.866,164.7436915,0.360024871,0.355604374
ID2406,2406,33,-1,28.12370006,8.959966685,1,5,5,5,1,r=11;g=11;b=10,203.5300991,63.15031052,7.033917904,2005.493164,6367846.209,305.5685901,0.46672469,0.423898717
ID2025,2025,1,-1,32.45396673,32.17756673,1,5,5,5,1,r=11;g=11;b=10,147.8297267,79.23664093,11.23570633,1211.612061,4625148.66,164.8483431,0.408835379,0.520469644
ID2409,2409,34,-1,24.43836672,6.103833346,1,5,5,5,1,r=11;g=11;b=10,204.59201,50.90377426,6.545455456,2338.540527,6401070.216,327.1385734,0.540844322,0.439036292
ID2092,2092,8,-1,41.11450008,46.45823343,2,5,5,5,1,r=11;g=11;b=10,148.4525723,50.5100708,12.17055225,1747.835693,4644635.629,233.0008333,0.305915629,0.29850169
ID2029,2029,2,-1,36.59996674,32.0854334,2,5,5,5,1,r=11;g=11;b=10,118.7200778,46.55584335,13.54502583,1241.516479,3714395.075,158.6193527,0.258250066,0.307235556
ID2063,2063,5,-1,40.19316675,41.48303342,2,5,5,5,1,r=11;g=11;b=10,144.7222696,49.82579803,11.92330742,1554.755005,4527925.648,218.1582768,0.309352258,0.313466009
ID2255,2255,20,-1,30.33490006,29.41356673,1,5,5,5,1,r=11;g=11;b=10,126.3373694,54.07658768,11.23570633,1582.464722,3952717.275,169.5717173,0.398495027,0.424590611
ID2193,2193,16,-1,37.06063341,44.24703342,2,5,5,5,1,r=11;g=11;b=10,157.6863007,60.82143402,13.1619463,1747.835693,4933531.29,232.5027194,0.318556246,0.327705241
ID2321,2321,26,-1,28.40010006,21.58223338,0,5,5,5,1,r=11;g=11;b=10,109.732039,43.55883789,9.367810249,1582.464722,3433186.303,171.8344655,0.392764148,0.36016991
ID2290,2290,23,-1,32.3618334,22.96423338,1,5,5,5,1,r=11;g=11;b=10,115.7746501,49.07986069,10.46635056,1582.464722,3622241.478,177.561798,0.379493065,0.358738725
ID2164,2164,13,-1,35.58650007,41.11450008,2,5,5,5,1,r=11;g=11;b=10,175.3863992,68.02204895,13.69177055,1576.325195,5487314.272,240.5876462,0.399693967,0.416338992
ID2356,2356,29,-1,28.03156672,18.54183337,1,5,5,5,1,r=11;g=11;b=10,115.1091927,43.80111694,11.81855583,2005.493164,3601421.312,191.5178866,0.330000172,0.298258708
ID2037,2037,3,-1,37.61343341,37.06063341,2,5,5,5,1,r=11;g=11;b=10,174.5541939,63.36219025,11.11090565,1576.325195,5461277.064,239.3584358,0.432965528,0.440685867
ID2359,2359,30,-1,29.32143339,12.18463336,1,5,5,5,1,r=11;g=11;b=10,160.7763684,44.85150146,7.033917904,2005.493164,5030210.238,285.2027636,0.381515349,0.311354238
ID2011,2011,0,-1,35.03370007,30.24276673,1,5,5,5,1,r=11;g=11;b=10,136.8460014,61.43571091,13.11563683,1211.612061,4281500.845,166.2082398,0.38667997,0.459182144
ID2268,2268,22,-1,32.9146334,26.46530005,1,5,5,5,1,r=11;g=11;b=10,131.3572036,58.86359406,10.86329365,1582.464722,4109772.829,173.3855927,0.426815635,0.453255772
ID2397,2397,32,-1,24.53050005,10.80263335,1,5,5,5,1,r=11;g=11;b=10,171.292415,45.6271286,7.033917904,2005.493164,5359225.788,295.889501,0.432762904,0.349715008
